at,score,content
2024-05-28 16:11:52,1,"Awalnya aman2 aja, tapi makin kesini makin lama banget di antarnya .. pdahal udah pilih option pengantaran maksimal 1 jam setelah pembayaran tapi selalu 2-3 jam baru di antar .. KALO URGENT MENDING JANGAN PAKE ALFAGIFT, LELET DI ANTARNYA"
2025-02-11 09:23:50,5,Mau belanja tinggal klik. Mantap Alfamart
2022-07-07 21:56:26,3,"Tiap masuk ke beranda asli lemot banget dah, jaringan aman data internet masih banyak juga, tp tetap masih lemot tiap login. Sama udah beberapa kali belanja di alfa dgn nominal ratusan ribu, tp poin saya msh stak di poin sblm nya, tidak ada penambahan poin. Juga member saya tidak naik, msh stak di bronze, mohon utk pihak alfagift di perbaiki sistemnya. Makasih"
2021-09-18 19:39:28,1,Aplikasi ga bisa di pake. Udah gunta ganti email status nya msih sama tidak valid email sudah terdaftar. Jelas² belum pernah bikin akun. Bolak balik instal dan uninstal hasil nya sama aja emg ga niat mungkin
2024-12-24 17:56:14,5,"Aku kasih bintang 5 untuk Aplikasi Alfagift,karena belanja untung dengan program promo JSM di Alfagift. Promo JSM yaitu Promo yang ada setiap hari Jumat Sabtu Minggu,dengan promo ini setiap belanja kita bisa dapat diskon maupun cashback yang fantastis loh,selain itu belanja di Alfagift juga gratis ongkir,kita tinggal tunggu barang sampai. Untuk Alfagift semoga kedepannya bisa menghadirkan promo yang pastinya bikin untung para pelanggan setia agar semakin puas belanja. Sukses selalu Alfagift"
2022-06-23 21:46:58,3,"saran untuk pengembang: 1. tambahkan menu pilihan gerai alfa mart. jadi kita bisa tentukan alfamart mana yang akan kirim pesanan kita. bukan random. beberapa kali sy dapat alfa yg jaraknya lumayan jauh dari lokasi sy, dan seringkali nyasar. 2. tambahkan notifikasi status pesanan: ""dalam perjalanan"" , dan ""pesanan sudah diterima"". lebih bagus lahi kalau bisa ditracking."
2022-03-23 12:47:58,5,"Aplikasinyaa bagus bngett, mempermudaah kaum mageraan kalo mau jajan tapi males keluar. Tinggal pesen online ajaa disini. Apalagii kalo aplikasi nya terhubung sama aplikasi payment lain jd gak perlu risau lagi kalo gak bisa bayar pake m bangking. Apalagii kalo punya virgo temen kembalian receh yang bikin irit."
2020-03-18 21:18:03,1,"Kecewa banget sama Promo Mudik gratisnya, tiba2 di batalin setelah kita belanja, dan katanya format salah terus taunya di batalin. Mana gk ada vocer atau apa. Kecewa banget, gak lagi deh ikutan acara Alfa. Di tambah pelayanannya BURUK banget. Dioper sana sini. Bener-bener kecewa banget sama ALFAMART."
2024-12-19 16:29:32,2,saya sudah buat akun tapi kenapa terus di tutup? section berakhir terus aja gituu. sampe saya sudah punya 3 akun dialfagift tp tetep tidak bisa login lagi. anehh kenapa sih???!
2024-12-06 11:33:57,1,Percuma download aplikasi gak pernah update stok.....pas di aplikasi ada pasdi datengin gak ada....begitupun sebaliknya.....
2023-05-12 19:16:21,1,"Kagak ada kejelasan tentang barang yang di beli, masa udah seminggu belum dikirim2 juga. Mana nggk ada tombol batalkan pesanan lagi, jadi tolong yh alfagift bikin sistem otomatis pesanan batal bila sudah lewat jangka waktuuu, dan pengembalian dana nya"
2024-12-05 15:50:40,1,"harga gk sesuai sama aplikasi, aneh kadang di tiap alfa juga beda harga nya, udh gw cek soalnya"
2022-10-15 14:45:17,1,"Kecewa banget ini ketiga kalinya belanja tp barang kurang, yg pertama gk saya permasalahin, kedua kalinya udah hubungin tokonya gak direspon, dm ig alfamartnya juga gak ada kejelasan, hr ini ketiga kalinya barang kurang juga, dan setiap barang yg kurang pasti kurirnya cepet"" kabur gak sempet kita cek barang. Tolong yg amanah ya buat kurir tokonya"
2024-12-22 08:23:08,5,"Aplikasi yang memudahkan pengguna, gakperlu pergi ke alfamart, tinggalpesen disini dan barang diantar sampai tujuan"
2024-12-06 18:38:36,5,"Aku suka bgt belanja di alfagift ,mudah ga ribet mesti keluar rmh trus datangnya ga lama lagi ,pokoknya membantu bgt"
2024-12-14 10:00:56,1,"Kasirnya kalo layanin pesanan yang bener dong,sekarang pesen via alfagift datengnya sering gak lengkap,alhasil harus komplain terus"
2024-12-21 11:22:32,2,Parah.. pesan barng di transfer.. barng blum d terima udah dkonfir aj SM si pngirim.. dngn bukti yg tidak jelas.. tolong dong beri knymanan buat pembeli.. KLO kayak gini sama aj ngegampangin kurir buat maling brng
2024-11-21 18:52:08,2,"Tiap abis transaksi terus masuknya ke alfagift tapi malah macet selama 2 minggu, padahal mau liat bekas riwayat belanja ajaa harus nunggu dulu"
2021-12-02 12:20:55,1,"udah beberapa kali belanja struk nya ga langsung masuk dan baru masuk setelah 2 hari kemudian dan setiap saya telp cs alfagiftnya disuruh nunggu 3x24 jam padahal dulu lancar lancar aja langsung masuk ke aplikasi jadi bisa langsung di cek, sampe pernah kejadian belanja tanggal 3 dan tanggal 4-5 itu belum masuk struknya baru ke cek tanggal 7 ternyata ada barang yang ke scan 3 kali padahal saya beli cuman 2 dan memang barang di keresek juga cuman 2, mau komplain juga udah maleessss soalnya kelamaan"
2024-11-23 07:30:10,2,"padahal alamat sudah tertera jelas, masih saja nelpon nelpon dan bertanya, gagal terus saat melakukan transaksi"
2024-11-24 19:33:45,1,ga tau kenapa berkali kali belanja d alfamart kalo ada ksalahan lambat banget respon nya .
2024-08-19 11:03:47,2,"Aplikasi bagus, cuma pada saat pembayaran yh dihubungkan ampun gajelas. Klo bisa kaya minimarket sebelah, promo udah langsung di list tinggal pilih2 g ribet. Bayar pake apapun ada dan mudah. Cuma masukan ajah , karena yg sebelah lebih murah ."
2024-12-08 16:47:10,2,"Tolong kembalikan fitur chat WA kalo sampai.. Ini sampai mana ga tau, fitur Alfagift nya juga ga jalan.."
2021-10-29 13:56:05,3,"Struk belanja dari minggu lalu belum juga muncul dan sering error. Ini mengganggu banget bagi orang yang kayak saya yang butuh struk belanja untuk hitung pengeluaran bulanan. Developer, tolong dong sistemnya ditingkatkan lagi. Please banget karena alfagift ini sebenernya membantu sekali. Terima kasih sebelumnya."
2023-12-21 10:46:17,5,"Seneng banget berbelanja dengan aplikasi alfagift,hal yang bikin mudah buat cek promo2 di mana pun dan kapan pun,terus kalau males berbelanja ke ke toko bisa deliverry,pengantaran nya sangat cepet bnget gak nyampe 30 menit,terima kasih alfagift bikin berbelanja mudah...."
2024-11-27 09:00:07,3,Min ini bagus pesenan saya dateng cuma.ko poin ga bertambah ya sama status di belanjaan klo udh dikirim ada tulisan pengembalian dana dan batal ya kenapa ya
2024-12-01 16:18:09,4,Aplikasi bagus pengiriman cepat tapi kalo COD harus belanja 50rb jadi aku mendingan di alfamart nya langsung
2024-11-17 11:39:02,5,"Tlg dong utk kolom minuman/makanan di buatkan kolom catatan, soalnya kdg ada yg kita gk mau. Cth nya beli kopi, gk mau pake susu kental manis. Gk ada kolom catatan, kita ny jd bingung mau gimana ksh tau nya, kolom chat nya jrg di buka ama karyawan alfa. Makasih....🙏"
2024-11-30 17:25:14,1,"gajelas, pesen jam berapa dikirimnya jam berapa katanya bisa dikirim langsung pake alesan cuaca? dikasih waktu sejam, sejam 30 mng masih blm dateng juga pdahal jaraknya 650m tokonya anehhh..."
2024-11-22 01:33:38,3,Susah banget batalin pesanan. Kemaren saya sala isi alamat trus dari kita gabisa batalin padahal udh bayar pake gopay. Dan toko nya susah bgt dihubungi nya. Chat di aplikasi ga respon. Pas udh di acc pembatalan pengembalian dana nya lama . Huft tolong di upgrade dong
2024-11-26 13:20:29,5,kenapa alfagift saya ndak bisa dibuka ya..... Harus menyetujui persyaratan tapi persyatan ya gak muncul* udah hampir 1 bulan kyak gini mohonpencerahan ya
2024-12-13 10:13:18,1,Tolong perbaiki lagi sistemnya. Voucher yg gagal dipakai kenapa hilang padahal yg dulu kalo voucher gagal dipakai pasti balik ke menu voucher
2024-12-03 05:11:21,5,Aplikasi Alfagif ngebantu banget di saat darurat membutuhkan barang .. Pengiriman pun tepat waktu Pembayaran gampang no drama drama😍😍pelayanan sangat baik
2022-12-05 23:17:22,5,"Menurut saya ini aplikasi yang bagus sih.Recomended banget buat diinstal! soalnya mudah banget dipakai,mau cari apa apa tinggal klik terus tinggal tunggu barang datang kerumah dan bayar deh.jadi simpel gak perlu ribet ribet ke tokonya karna harus muter muter dulu cari barangnya"
2024-11-30 16:57:24,3,gak amanah kurir nya konfirmasi dah diterima tapi barang gak nyampe bukti foto gak ada penerima cuma jalanan dah uang saya gak kembali
2024-11-25 00:21:45,1,"Maksa amat pakai data pribadi untuk kepentingan berita dan promosi kalau nggak di setujui ga bisa di tekan lanjut, hidup dinegara open source ya gini data pribadi aja harus dipaksa menyetujui untuk berita dan promosi."
2024-12-30 17:49:43,1,"Lucu kali, cod minimal 50k. Sedangkan di aplikasi toko sebelah ga ada tuh minimal belanja berapa lah"
2024-12-02 20:08:22,5,"Aku kasih bintang 5 untuk aplikasi Alfagift. Karena belanja untung dengan program JSM, PSM, GAJIAN UNTUNG,BKUA dan msih bnyak lg program lainnya. Di aplikasi Alfagift blanja jga smakin mudah,tinggal sat set brang lngsung smpai dpan rmah, kmarin butuh kpepet susu anak hbis untung ada Alfagift jadi langsung checkout deh, ga sampai 1 jam brg di antar sma kurirnya. Pkoknya Alfagift sngat membantu bgt deh apalagi buat ibu rumah tangga yg punya baby. Smoga Alfagift smakin bnyak memberi promo UNTUNG."
2024-11-26 12:24:34,5,"suka banget karna gratis ongkir trus ada potongan harga kadang, sangat membantu"
2022-07-08 18:25:59,2,"Tolong diperbaiki dong.. transaksi saya gak bisa lanjut pembayaran,, setiap mau next pilih pembayaran tapi gagal/gak bisa . Slalu di suruh blanja dlu.. pdhal udah blanja tinggal bayar aja susah bangatt sihhh.. makinn erorr aja ini aplikasi.. padahal jaringan WiFi baguss normal kencang lagi.. tolong lebih ditingkatkan lagi aplikasinya.."
2024-12-04 01:30:31,5,Saya kasih rate bintang 5 makasih atas layanan yang cukup memuaskan bagi saya. Semangat terus dan lancar usahanya alfamart.😁
2024-11-17 21:16:17,2,"Ini chat dan telepon dari kurir yg anter ga pernah ada notifnya.. parah bgt sampe dari dateng balik lagi, kasian weh,, tim Dev-nya kalo cek aplikasi yg bener lah"
2024-12-02 23:42:24,5,"Berkat alfagift belanja jadi lenih mudah, tanpa gratis ongkir. sering dapet voc potongan juga. saat ini sedang menikmati voc 20k dan pot langsung 17.500 untuk produk tertentu. trimakasih alfagift😘"
2020-01-31 07:42:20,2,"Sejak update baru pas masuk selalu ada popup menyatakan ""session anda telah habis, bla bla bla"" Udah hapus cache masih aja, ganggu banget! Update; daily sureprize nya ga dihitung, di history ga ada, tp di history poin ada, aneh!"
2024-12-02 19:33:15,5,Aplikasi yang sangat membantu buat berbelanja. Mempermudah dalam berbelanja.
2023-12-23 17:39:04,5,"Aplikasi belanja yang sangat membantu banget, bikin praktis belanja dan ga ribet, apalagi untuk kaum mager bisa cek stok produk yg tersedia dan banyak promo dan diskon mantap pokonya thankyou alfagift sudah memudahkan kita untuk berbelanja tanpa perlu keluar rumah, selain itu juga gratis ongkir jugaaa"
2024-03-31 16:08:32,1,"klu gak bisa fast order, gak usah bikin aplikaai Ini!! klu cma sekali atau dua kali lama ngirim orderan ke customer sih bisa dimaklumin. ini, slalu lama, berjam jam nunggu orderan smpe kerumah. bener2 gak recomend buat belanja di sini!!"
2024-11-19 06:53:43,3,"Knp ada syarat dan ketentuan segala sih ??informasi data pribadi bisa d ambil kapan saja secara otomatis,haduuuhh knp harus begini ???mau belanja jd males,harus menyetujui semua"
2023-12-23 14:11:03,1,"Aplikasinya licik, kalau pakai voucher OVO selalu error saat pembayaran sampai ekspired transaksinya. Akhirnya voucher hangus, baru bisa bayar biasa. Saya jamin kalian akan kalah dengan si kuning kalau terus licik seperti ini"
2024-11-17 10:45:21,2,Alfa gift nya kok ga bisa di buka ya padahal saya sudah mendownload ulang jadi harus berkali kali tolong donk gimana cara nya supaya Alfa gift nya bs di gunakan lagi dengan memakai aplikasi di hp
2024-11-18 22:52:46,1,Aplikasi super lemot. Terlalu lama loadingnya setiap membuka fitur
2024-11-23 18:24:49,1,"Kenapa ya setiap menggunakan Voucher selalu gagal digunakan? Ini sudah berkali-kali saya alami dan solusi dari pihak Alfamart sendiri juga g ada,jadi saya selaku konsumen merasa dirugikan."
2024-11-28 15:52:55,1,"pelayanan buruk, sudah bayar pesanan ga dateng², sudah ajukan pengembalian pun ga terkirim² malah dipinta cek mutasi doang"
2024-12-22 08:52:45,5,Aplikasi yang sangat membantu dan mempermudah dan bs menghemat waktu dan biaya
2024-12-01 05:41:01,3,Mau cari histori belanja sulit adanya promo belanjaan nya kita klau beli stuk nya di alfa gif begitu di buka isi nya promo produk aja lah struk nya mn
2024-11-29 21:38:55,2,Kenapa pas mau masuk harus setuju bahwa data pribadi di pakai. Mohon untuk tidak mengurangi fungsi nya
2024-11-27 13:52:55,1,Untuk pengiriman di daerah Palembang lama bgt msen dari pagi sampe udah mau sore belum dianter anter juga!!
2024-12-06 18:39:49,5,"Loading beranda lama pake banget. Mending kalo masuk, ampe berjam-jam gak masuk masuk.."
2024-12-04 15:58:29,5,belanja 2000 aja dikirim sama alfamart emang terbaik lah 👍
2024-12-18 18:57:01,5,"Aku kasih bintang 5💫,uhtuk aplikasi alfagift,karna belanja untung dengan program tebus murah,jsm,potongan vocher di alfagift , pengalaman aku belanja di alfagift seneng bgt dapet diskon besar banget susu greenfields 1 dus dari harga 190.000 jadi 150.000 doangg donggg dan pesanan nya diantar dengan baik, dan aku belanjaa 150.000 bisa tebus murah bodylotion emeron yg size besar cuma 5000 doangg dongggggg the best deh, harapan aku untuk alfagift supaya teruss memberikan promo2 yg makin banyak lgi"
2023-03-11 18:24:52,1,"Saya suka dengan aplikasi ini, jadi bisa melihat rincian transaksi pembelian ataupun point yang didapat. Dengan adanya aplikasi ini saya bisa tahu ternyata point kita bisa berkurang/hangus. Padahal sengaja dikumpulin eh bisa hangus begitu. Disayangkan."
2024-11-26 14:24:37,1,Kacau sih ini alfa. Masa pesan dari jam 10 an sampe skg udah jam setengah 3 blm sampe juga. Udah keburu jadi air tuh es kopi.. gak rekomen bnget
2024-11-22 22:26:44,1,"Lihat struk belanja dimana, karna ga bisa lihat hasil belanjaan. Hal ini bisa terjadi kecurangan karyawan"
2020-06-18 07:48:00,1,"Kalau belanja ditempat saya ga ada ditawarin pointnya . Dah tu pas belanja dapat Point, sang kasir ambil hp dan katanya ngisi poin, setelah dilihat ga ada tu poin sampai sekarang. Alasannya jaringan. Notif sering kali masuk. Yg diaplikasi ga sesuai dg yg dilapangan..."
2024-08-02 12:51:53,1,"Pilih pengantaran 'Maksimal 1 jam setelah pembayaran' tapi nyatanya 2-4jam baru sampe, aneh bet. lain kali kalo bener bener gabisa sampe dalam 1 jam, gausah ada opsi tersebut. hilangkan saja, bikin kecewa soalnya."
2024-12-03 18:52:01,1,Kasih fitur chattingan dong biar lebih enak menanyakan stok yang random
2024-11-22 15:01:58,4,Notifnya kelamaan keluarnya sudah selesai transaksi baru keluar notif chatnya
2025-01-03 10:07:34,1,"Kenapa harus logout sendiri, merepotkan utk log in padahal tidak ganti hp."
2022-06-19 05:26:14,1,"Buka aplikasi shopee, tokopedia, lazada, blibli dll lancar jaya. Giliran buka Alfagift tuh loadingnya lamaaa...muter2 teruuusss. Gimana mau dipake, lagi di kasir diocehin sama yang antri di belakang kita krn kelamaan transaksi pake apl alfagift. Tolong diperbaiki ka kendala bandwitch-nya ini."
2024-12-07 11:57:57,4,"Ini kenapa ya aplikasinya kok mau buat cari produk gabisa terus, tulisannya produk tidak tersedia terus dari kemaren"
2024-11-20 16:44:34,1,Saldo gopay udh berkurang tapi status masih blm dibayar malah di batalin dari sananya saldo gk kembali gmna sih Udh di telfon ke CS nya malah di matiin 3x lagi jelasin keluhan Kacawww kacaw
2018-10-14 00:42:09,1,Saya tidak mengerti sudah bolak balik di masukin semua data tetap tidak bisa masuk.. Kalo data sudah masuk.. disaat kita ganti hp dan masukin email yg sama harusnya langsung connect donk.. ini malah ga bisa.. hadeh
2020-06-26 21:07:05,1,"Kecewa belanja disini 1) harga tidak sesuai dengan yg dipromo discount, pas di klik harganya normal. 2) Pengiriman pun super lama pesanan baru diantar besok nya itu pun malam hari. setelah komplen sana sini akhirnya kurir dtg besok mlm nya alasan krmen pas mo kirim hujan. 3) tidak bisa bayar COD."
2024-11-30 18:32:50,3,Tolong dong aplikasinya dikasi map sperti grab/gojek yang bisa liat kurirnya dah dimana jalannya. Terimakasih
2024-11-17 18:16:21,1,"Karna aplikasi terlalu lemot dan susah untuk mencari fitur"" Yang lain"
2024-12-03 05:11:16,5,"alfagift benar² sangat membantu, banyak promo nya bisa antar sampe depan rumah juga, pokoknya the best lah"
2024-11-26 07:20:36,3,"Mau beli le mineral di alfagift biar di anter karena ga ada motor tapi di alfagift nya tidak ada, padahal Alfamart di depan jalan BANYAK le mineral galonnya, ini ga semua Alfamart terhubung ke alfagift kah??"
2024-11-21 15:46:31,1,"pelayanan buruk, susu frisian flag exp. tinggal 1 bulan masih di kirim, masak sekelas alfamart exp dekat tidak ketahuan. alfamart di buduk bali."
2023-03-29 17:13:42,1,"Pelayanan nya bagus sih, meski kadang barang kosong, cuma saya kesal, penampilannya banyak promonya, tp begitu cek out gk ada yg landing cashback nya,, terkesan php! Coba tiru app toko sebelah, klo promo sudah habis ya di kasih info sudah habis, biar tidak php customer!"
2024-11-27 18:33:50,3,Kenapa yah beli lewat Alfagift lama banget penganteran nya bisa lebih dari 1 jam an padahal toko cuman berjarak 700 meter doang dari rumah
2024-11-24 07:30:30,1,Sangat mengecawakan. Alfagift hanya janji palsu. Di tunggu refund dari 2x24 jam sampai 3x24 jam. Tetap saja gak ada hasil refund. Akhirnya saya sedekahkan saja.
2024-11-25 12:28:12,5,"Mudah, cepat, & hemat.. tapi tolong dong kak stok Pond's age miracle di ready kan Sama 1 lagi Maybelline superstay lip matte di ready kan yg shade 225 delicate"
2024-12-14 21:11:35,3,Tidak bisa membatalkan pesnan .. karna sering pesanan datang terlambat melebihi waktu
2024-11-27 21:37:50,2,pengiriman lama udah 1 jam lebih belum sampai padahal status dalam pengiriman
2024-11-25 18:40:46,4,Lumayan tapi yg kurangnya pengantarannya lama banget jadi saya gabisa kasih bintang 5
2024-11-27 21:19:57,5,Buat yang mager ini sangat membantu.pelayanan kurir antarnya juga baik.
2024-12-20 11:34:14,5,Alfagiftt sangat bagusss Tiap kali berbelanja selalu dapat poinnn 😍😍😍 Mana poinnya gede gede lagii🔥 Trus fitur fitur baguss memudahkan konsumen berbelanja secara online Harapannya semoga Alfamart semakin jayaaaaa
2025-01-04 19:28:02,1,Ko saya selalu gagal ya utk tukar poin nya? Sampai 3x k alfa tetap ga bisa. Ampe d gantiin password sama mba mba alfa nya tetep ga bisa juga. Kenapa?
2024-11-27 00:40:52,5,"aplikasi mudah di pakai, pengiriman cepat, BANYAK PROMO🥰"
2024-08-31 10:21:18,5,"Aplikasinya bagus, mempermudah saya berbelanja kebutuhan pribadi dari rumah, fitur pembayaran nya juga lengkap bisa COD malah,juga dapat melihat barang yang sedang promo."
2024-11-24 08:14:29,5,"Kakak pas saya ingin masuk lagi ,knp apknya keluar sendiri, dan ada notifikasi aneh"
2024-09-04 13:25:31,5,"Bisa belanja sambil rebahan, saya suka-saya suka. Banyak promo menarik, gratis ongkir pesan antar, Terima kasih alfagift, telah menemaniku, belanja bulanan, siapa takut, tinggal klik keranjang, pilih layanan pesan antar."
2022-02-02 11:22:43,1,"Aplikasi paling jelek,,, setiap kali trx pakai voucher pasti bermasalah. Barusan gw trx pakai vc bermasalah proses lama banget, mana kasirnya planga plongo,, bikin esmos. Plus struk hari ini gak masukkkkk. Aplikasi Bagong!!!!. Beda SMA aplikasi sebelah. Gercep Dan ramah2 kasirnya. Kayak gak niat bet bikin aplikasi nih alfamart.... Dikitt2 brmasalah."
2024-09-04 13:40:46,5,"aplikasi yang sangat membantu sekaliiii, banyak keuntungan nya di alfagift, belanja jadi lebih praktis, banyak promonya, barangnya lengkap, dan bisa di ambil di toko atau di antar langsung ketempat plus juga pengiriman gratis ongkir. sukses terus Alfamart😋😍😍"
2024-10-12 14:59:07,5,"Alfagift andalan aku buat belanja sehari-hari. Kemarin pas lagi PMS aku butuh bgt pads dan cemilan aku langsung pesan di Alfagift, seneng banget ada yg bisa di andalkan saat situasi darurat seperti itu. Udah gitu dapat potongan 10k dari program cashback dan juga bisa pilih produk tebus murah, jadinya belanja hemat banget, udah gitu pengantarannya cepat dan gratis ongkir, Recommend banget !!! Semoga semua cabang Alfamart segera terkoneksi dengan alfagift termasuk yang di kampung."
2020-12-21 22:00:41,1,Tanya di outlet alfamaret katanya point ponta alfa tidak hangus jika daftar alfagift tapi ribet banget. Uda DL 2 aplikasi ponta n alfagift tetep saja ga bisa masuk. Dulu bikinnya kan uda lama pointnya uda banyak. Sekarang kartunya sdh rusak sdh ga bisa di scan lagi. Ribet.
2023-04-30 07:15:02,1,Aplikasinya lelet. Mana udah jarang muncul penawaran menarik. Gak user friendly. Menunya kebanyakan dan membingungkan. Mau cari foto struk aja habis 15 menit sendiri. Ini masukin gajah dalam kotak korek api.Jangan semua dijejalin. Terus jangan maksa pake GPS terus dong karena kadang GPS error juga. Masak saya di JATIM didetek di Bandung mulu. Habis update gambar produk tidak mau muncul
2020-02-16 00:12:05,1,"Kadang bikin emosi.. aplikasi sering error, kadang kalo saya klik menu voucher tiba2 kembali ke menu awal dan kadang keluar sendiri.. tolong dong diperbaiki lagi aplikasinya agar kita bisa menikmati kemudahan layanannya.. terimakasih"
2023-12-09 01:35:55,5,"Belanja di Alfagift emang asikk dehh !!🤩🤩 gak perlu keluar rumah, tinggal co, barang diantar depan rumah gratis ongkir tanpa minimal pembelian. 👌🤩😍 Selain itu belanja di alfagift lengkappp banget, banyak promo, cashback dan juga diskon menarik. Belanja mudah & cepat, tentunya sangat puasss.. Gak nyesel dehh download aplikasi Alfagift 😍 Terimakasih.. #HanyaAlfagift yang gak bikin nyesel."
2023-12-22 09:41:00,5,"Aplikasi terbaik dan memudahkan untuk berbelanja kebutuhan rumah tangga banyak promo menarik pulah hanya pesan aja di aplikasinya langsung di antar ke rumah ada banyak pilihan pembayarannya bisa COD, melalui Shope, Dana, gopay dan pembayaran aplikasi bank manapun😇. Pengantaran Gesit dan cepat 🥰"
2024-08-27 12:37:00,5,"Sering banget belanja di alfagift, ngebantu banget buat yg mager keluar, promonya dapet, point nya juga dapet, free ongkir pulaa, pengiriman juga cepatt bangettt,kalo ada salah brg pun responnya cepat langsung diganti. Di aplikasinya juga byk voucher yg bs diklaim, voucher timezone dan byk lainnya.Terluv bangettt alfagift 😍😍, tingkatkan selalu pelayanannya.. Trm kasih"
2020-03-28 18:33:56,1,"Terlalu sering update, aktivin e-receipt beberapa hari baru muncul diaplikasi, dihitung2 totalnya beda dengan kasir, padahal bbrp produk jelas dalam periode promo. Dihitung harga asli. Mending pake receipt biasa daripada e-receipt tdk update gabisa lihat hrga barang stlh potongan"
2023-02-16 19:07:49,4,"Pertama kali pake aplikasi alfagift itu didaftarin sama kasir Alfamartnya, belanja nya jadi murah ketika itu. Baru paham juga ternyata belanja ditempat bisa pake aplikasi, alias kita pick up barang yang udh kita pesen di aplikasi. Nah pernah suatu ketika beli online nyoba pake kurir, masyaAllah lambat banget pengirimannya bisa sampe 2 hari. Padahal Alfamartnya cuma di depan gang doang 😂. Mau di pick up ga bisa karena disitu tulisannya di kirim kurir."
2025-02-11 21:35:50,5,memudahkan belanja dan bisa di anter sampai depan rumahhhhhhhhh🔥
2022-11-28 17:25:51,5,Ahh suka banget sama aplikasi ini !! Banyak berbagai macam promo dan diskon yang lumayan hemat. Pelayanan nya juga mudah banget tinggal ambil pesanan ke Alfamart terdekat atau bisa dikirim melalui kurir gratis tanpa harus bayar ongkir.
2024-09-04 16:12:15,5,"Aplikasi yang sangat membantu, banyak keuntungan yang bisa di dapatkan di alfagift, belanja jadi lebih mudah, banyak promonya, barangnya lengkap, dan bisa di ambil di toko atau di diantar langsung ketempat juga pengiriman gratis ongkir, sukses trus Alfamart"
2024-09-14 14:12:02,5,"Aku kasih bintang 5 untuk aplikasi Alfagift, 💯% membantu sekali, belanja kebutuhan jadi lbh hemat, murah dan simpel tdk perlu repot2 lg cukup dgn menggerakan jari, belanjaan lsg dianter ke pintu rumah, pokok nya seru deh belanja disini I ❤️ @alfamart @alfagift, Harapan saya Alfagift terus berinovasi dan makin banyak lg program2 promo murah lain nya.....❤️ thanks."
2025-01-27 09:11:14,1,kalo jualan yg jujur harga 2x lipat dari harga pasar ya bos u mau buat orang indo miskin bukan coy
2023-12-19 06:49:28,5,"#HanyaAlfagift Suka banget belanja disini, di tempatku alfamart nya sangat fast response. Setiap order, belum sampe sejam sudah terkirim. Lebih praktis drpd datang ke toko. Di apliaksi, qt sudah bisa langsung tau barang² yang promo, sama sekalian cek stok barang ada atau nggak nya. Drpd ribet ke toko cari barang, eh ternyata lagi kosong. Tinggal klik saja di pencarian, barang yang kita butuh atau misal mau cari barang yang sedang promo, bisa banget.. mantul pokoknya, sukses terus ya😘"
2023-07-02 10:32:21,5,"bintang 5 untuk alfagift terrr best,aplikasi pesan belanja paling top,tinggal klik belanjaan cepat sampai depan rumah,gratis ongkir. Dapat poin lagi,langsung masuk ke aplikasi tanpa ribet,kemarin sempat dapat stamp tebus murah teflon juga,jadi lebih hemat ya,, semoga alfagift terus meningkatkan layanan terutama untuk chat dengan customer lebih tanggap lagi. Terimkasih alfagift."
2025-02-11 08:52:28,5,Pengiriman cepat mantapp 👍
2024-02-29 16:09:32,1,"Pengiriman lama, ga ada konfirmasi, fitur didalammnya tertulis pengiriman maksimal 1 j setelah pemesanan tapi actualnya udah 2 jam ga di kirim2.. klo memang pengiriman lama ga usah ada alfagift siap antar.. ga cuma sekali kaya gini.. berkali2.."
2022-11-28 15:38:24,5,"Setiap minggu pasti selalu beli cemilan anak di alfagift, bener2 ngebantu banget sih buat yg gabisa kemana2 krn gak ada kendaraan atau lagi gak ada uang tunai mau belanja di warung terdekat. Tinggal dipertahanin aja aplikasinya apalagi kalo ada event tukar point, koneksi jadi gagal terus. 👍👍"
2023-02-16 17:56:40,5,demi apapun ada nya alfa gift semua lebih mudah.. belanja lebih efisien dan lebih banyak mengetahui tentang promo yang kita blm tau semuanya... lebih enak nya lagi bisaa pesen di aplikasi tinggal ambil di toko dehhh. alfamart selalu di hati ❤💞
2020-12-06 09:08:37,1,Kirain jaringan saya lemot tiap mau buka aplikasi loadingnya lama banget. Tp coba buka Aplikasinya 😑 make wifi tetap aja lama.. Tanya temen trnyta kendalamya sama.. Ga Kbayang kalo lg d kasir alfa nunggu loadingnya lama gni. Bs d semprot ama org yg antri d belakang
2024-03-18 18:26:51,5,Ada yg kurang ..Mengapa penghapusan Voucer ..lama sekali hilang di aplikasi ..jadi kadang kita bingung .memilih mana voucer yg sudah atau belum terpakai.....nggak kayak si biru...kalo voucer di pakai..lansung otomatis tidak tampil di menu voucer
2024-08-24 17:09:46,5,"paling happy belanja di alfagift, selalu ada promo, diskon, dan gratis ongkir, gak capek lagi harus keluar rumah bawa barang belanjaan, tinggal tunggu aja dirumah dan bisa kita pilih waktu pengirimannya, gampang gak pake ribet, selain itu setiap belanja menggunakan member alfagift akan mendapatkan point yg bisa ditukar dengan berbagai barang lohhh🩷🫶"
